age,education_num,hours_per_week,workclass,marital_status,occupation,sex,income
44.0,9.90366792678833,36.0,Private,status_Never-married,Transport-moving,Male,<=50K
34.0,16.0,50.00000000000001,Private,status_Married-civ-spouse,Prof-specialty,Male,>50K
25.0,13.0,50.00000000000001,Private,status_Never-married,Exec-managerial,Male,<=50K
33.0,7.1042459309101105,40.0,Local-gov,status_Divorced,Craft-repair,Male,<=50K
35.0,13.0,44.159226715564735,Federal-gov,status_Widowed,Adm-clerical,Male,>50K
27.0,14.0,35.0,Local-gov,status_Never-married,Prof-specialty,Male,<=50K
24.0,9.0,40.0,Private,status_Never-married,Craft-repair,Male,<=50K
32.0,11.0,45.0,Private,status_Never-married,Craft-repair,Male,<=50K
27.0,9.878350555896759,38.585083365440376,Private,status_Never-married,Tech-support,Female,<=50K
33.0,3.0,40.0,Private,status_Never-married,Other-service,Female,<=50K
33.0,9.0,40.0,Private,status_Never-married,Adm-clerical,Male,<=50K
23.0,10.0,40.0,Private,status_Divorced,Sales,Female,<=50K
33.0,10.0,40.0,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
45.00000000000001,6.0,70.0,Self-emp-not-inc,status_Married-civ-spouse,Craft-repair,Male,<=50K
45.00000000000001,14.0,50.255963802337654,Local-gov,status_Married-civ-spouse,Prof-specialty,Male,>50K
54.00000000000001,9.0,48.0,Private,status_Married-civ-spouse,Craft-repair,Male,>50K
29.0,7.0,20.0,Local-gov,status_Divorced,Other-service,Female,<=50K
50.99999999999999,15.0,40.26436829566956,Local-gov,status_Never-married,Prof-specialty,Male,<=50K
56.0,9.0,30.61118006706238,Self-emp-not-inc,status_Married-spouse-absent,Exec-managerial,Male,<=50K
40.0,11.0,40.0,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
28.0,10.0,59.99999999999999,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
30.0,13.0,40.0,Local-gov,status_Never-married,Exec-managerial,Male,<=50K
29.0,11.27900904417038,46.40275645256043,Private,status_Married-civ-spouse,Exec-managerial,Male,<=50K
21.0,9.0,35.0,Private,status_Never-married,Other-service,Male,<=50K
21.0,6.0,40.0,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
48.0,12.0,38.956613481044776,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
17.0,6.0,20.0,Private,status_Never-married,Other-service,Female,<=50K
32.0,5.0,40.0,Private,status_Separated,Other-service,Female,<=50K
66.00000000000001,9.0,40.0,Private,status_Separated,Machine-op-inspct,Male,<=50K
57.00000000000001,9.0,45.99819111824036,Self-emp-not-inc,status_Married-civ-spouse,Sales,Male,<=50K
45.00000000000001,14.0,35.0,Local-gov,status_Divorced,Prof-specialty,Female,<=50K
45.00000000000001,9.0,8.0,Private,status_Married-civ-spouse,Prof-specialty,Male,<=50K
29.0,11.881443917751312,50.00000000000001,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
36.0,7.793177127838135,40.0,Private,status_Married-civ-spouse,Machine-op-inspct,Male,<=50K
19.0,10.0,4.0,Private,status_Never-married,Other-service,Female,<=50K
30.0,9.0,62.0,Private,status_Divorced,Adm-clerical,Female,<=50K
18.0,9.0,20.0,Private,status_Never-married,Craft-repair,Female,<=50K
58.99999999999999,9.0,20.0,Self-emp-not-inc,status_Divorced,Prof-specialty,Male,<=50K
44.0,9.0,59.99999999999999,Self-emp-inc,status_Married-civ-spouse,Sales,Female,<=50K
38.99999999999999,9.0,44.0,Private,status_Never-married,Tech-support,Male,<=50K
38.99999999999999,7.469315588474274,70.0,Private,status_Married-civ-spouse,Transport-moving,Male,>50K
46.0,9.14529299736023,59.99999999999999,Private,status_Widowed,Adm-clerical,Female,<=50K
28.0,13.0,14.999999999999998,Private,status_Married-civ-spouse,Other-service,Female,<=50K
72.0,7.0,40.0,Private,status_Widowed,Adm-clerical,Female,<=50K
46.99999999999999,13.0,49.10744452476502,Self-emp-inc,status_Married-civ-spouse,Exec-managerial,Male,>50K
34.0,8.850046157836914,59.99999999999999,Private,status_Divorced,Transport-moving,Male,<=50K
30.0,7.0,40.0,Private,status_Never-married,Handlers-cleaners,Male,<=50K
24.0,13.0,45.0,Private,status_Married-civ-spouse,Sales,Male,>50K
30.0,9.21940690279007,40.0,Private,status_Never-married,Prof-specialty,Male,<=50K
34.0,8.934991717338562,41.96679919958115,Private,status_Married-civ-spouse,Machine-op-inspct,Male,>50K
50.99999999999999,12.564418375492096,40.0,Self-emp-inc,status_Married-civ-spouse,Exec-managerial,Male,>50K
41.00000000000001,9.0,40.0,Private,status_Divorced,Transport-moving,Male,<=50K
40.0,10.0,30.295615017414097,Private,status_Married-civ-spouse,Sales,Male,<=50K
52.0,9.0,40.0,Private,status_Married-civ-spouse,Machine-op-inspct,Male,>50K
32.0,10.0,40.0,Private,status_Never-married,Exec-managerial,Male,<=50K
35.0,8.591554522514343,35.0,Private,status_Divorced,Other-service,Female,<=50K
71.0,11.655350685119629,48.08120608329774,Self-emp-inc,status_Married-civ-spouse,Exec-managerial,Male,>50K
46.99999999999999,13.0,40.0,Federal-gov,status_Divorced,Prof-specialty,Male,<=50K
34.0,4.0,45.0,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
23.0,11.0,40.0,Private,status_Never-married,Tech-support,Male,<=50K
23.0,10.0,24.0,Private,status_Never-married,Adm-clerical,Female,<=50K
38.0,13.0,45.0,Private,status_Married-civ-spouse,Prof-specialty,Male,>50K
38.99999999999999,16.0,40.0,Self-emp-not-inc,status_Divorced,Adm-clerical,Male,<=50K
27.0,15.0,12.0,Private,status_Divorced,Prof-specialty,Female,<=50K
38.0,10.0,40.0,Private,status_Divorced,Craft-repair,Male,<=50K
27.0,9.874624967575073,36.0,Private,status_Never-married,Prof-specialty,Female,<=50K
29.0,9.0,18.0,Private,status_Married-civ-spouse,Sales,Female,<=50K
33.0,9.0,40.0,Private,status_Married-civ-spouse,Tech-support,Male,<=50K
62.00000000000001,13.0,44.059428870677955,Private,status_Married-civ-spouse,Sales,Male,>50K
34.0,7.749279201030731,40.0,Private,status_Never-married,Machine-op-inspct,Male,<=50K
42.99999999999999,10.0,70.0,Self-emp-inc,status_Married-civ-spouse,Exec-managerial,Male,>50K
48.0,10.0,29.999999999999996,Self-emp-not-inc,status_Married-civ-spouse,Exec-managerial,Male,>50K
46.99999999999999,15.0,40.0,Self-emp-not-inc,status_Married-civ-spouse,Prof-specialty,Male,>50K
22.0,13.0,29.999999999999996,Private,status_Never-married,Exec-managerial,Female,<=50K
46.99999999999999,9.0,40.0,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
61.00000000000001,9.838864862918854,40.0,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
23.0,9.874399662017822,40.0,Private,status_Never-married,Handlers-cleaners,Male,<=50K
60.0,13.0,40.0,State-gov,status_Divorced,Prof-specialty,Female,<=50K
34.0,9.0,40.0,Private,status_Never-married,Transport-moving,Male,<=50K
70.00000000000001,9.0,16.0,Self-emp-inc,status_Married-civ-spouse,Exec-managerial,Male,<=50K
17.0,10.566295146942139,29.999999999999996,Private,status_Never-married,Handlers-cleaners,Male,<=50K
58.99999999999999,15.0,25.000000000000004,Self-emp-not-inc,status_Married-civ-spouse,Sales,Male,<=50K
25.0,14.0,20.0,Private,status_Never-married,Sales,Male,<=50K
34.0,13.0,40.0,Local-gov,status_Married-civ-spouse,Protective-serv,Male,>50K
72.0,10.0,35.0,Self-emp-not-inc,status_Married-civ-spouse,Craft-repair,Male,<=50K
46.99999999999999,7.0,58.00000000000001,Private,status_Married-civ-spouse,Adm-clerical,Male,<=50K
56.0,10.0,45.0,Private,status_Married-civ-spouse,Sales,Male,>50K
46.99999999999999,13.0,25.000000000000004,Private,status_Divorced,Other-service,Female,<=50K
50.99999999999999,13.0,40.0,Private,status_Separated,Adm-clerical,Female,<=50K
28.0,9.0,40.0,Private,status_Married-civ-spouse,Machine-op-inspct,Male,<=50K
18.0,7.0,4.0,Self-emp-not-inc,status_Never-married,Other-service,Female,<=50K
53.00000000000001,14.0,59.99999999999999,Private,status_Never-married,Exec-managerial,Female,>50K
61.00000000000001,9.0,40.0,Private,status_Married-civ-spouse,Machine-op-inspct,Male,<=50K
24.0,9.0,39.41767543554307,Private,status_Married-civ-spouse,Transport-moving,Female,<=50K
26.0,14.0,40.0,State-gov,status_Never-married,Exec-managerial,Female,<=50K
30.0,7.257638335227966,40.0,Self-emp-not-inc,status_Never-married,Farming-fishing,Male,<=50K
48.0,14.0,40.0,Self-emp-not-inc,status_Married-civ-spouse,Exec-managerial,Male,>50K
52.0,13.0,50.00000000000001,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
46.99999999999999,10.0,20.0,Self-emp-not-inc,status_Married-civ-spouse,Prof-specialty,Male,<=50K
34.0,13.0,40.0,Local-gov,status_Never-married,Prof-specialty,Female,<=50K
69.0,8.0,59.99999999999999,Private,status_Married-civ-spouse,Transport-moving,Male,>50K
62.00000000000001,9.0,40.0,Local-gov,status_Married-civ-spouse,Transport-moving,Male,<=50K
31.0,13.0,40.0,Private,status_Married-civ-spouse,Prof-specialty,Male,<=50K
46.99999999999999,10.0,40.0,Private,status_Married-civ-spouse,Handlers-cleaners,Male,<=50K
21.0,9.0,22.0,Private,status_Never-married,Other-service,Male,<=50K
27.0,11.0,40.0,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
49.00000000000001,9.0,40.0,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
46.99999999999999,6.3966206312179565,26.387216567993168,Local-gov,status_Separated,Prof-specialty,Female,<=50K
42.99999999999999,10.0,40.0,Private,status_Married-spouse-absent,Other-service,Female,<=50K
46.99999999999999,13.111107110977173,40.0,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
28.0,11.230125784873962,40.0,Private,status_Never-married,Prof-specialty,Female,<=50K
61.00000000000001,4.0,56.0,Self-emp-not-inc,status_Married-civ-spouse,Farming-fishing,Male,<=50K
25.0,13.0,44.850404918193824,Private,status_Never-married,Sales,Male,<=50K
50.0,6.886165350675583,40.0,Self-emp-not-inc,status_Married-civ-spouse,Prof-specialty,Female,>50K
20.0,9.0,34.260220944881446,Private,status_Never-married,Adm-clerical,Male,<=50K
50.0,11.0,50.00000000000001,Self-emp-not-inc,status_Never-married,Other-service,Male,<=50K
46.0,9.070117831230164,70.0,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
22.0,10.0,20.0,Private,status_Never-married,Sales,Female,<=50K
27.0,13.0,14.999999999999998,Private,status_Never-married,Tech-support,Female,<=50K
29.0,7.0,52.0,Private,status_Divorced,Craft-repair,Female,<=50K
42.0,10.675608575344086,50.00000000000001,Private,status_Divorced,Sales,Male,<=50K
40.0,10.0,40.0,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
36.0,12.0,52.0,Private,status_Married-civ-spouse,Craft-repair,Male,>50K
61.00000000000001,8.560616135597229,40.0,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
32.0,12.0,41.12453109025956,Private,status_Married-civ-spouse,Exec-managerial,Female,>50K
45.00000000000001,12.262311339378357,50.713398337364204,Local-gov,status_Married-civ-spouse,Prof-specialty,Male,>50K
60.0,10.313003420829773,40.0,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
23.0,9.342658877372742,46.070050239562995,Private,status_Married-civ-spouse,Other-service,Male,<=50K
62.99999999999999,8.0,40.0,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
32.0,10.0,20.0,Private,status_Never-married,Tech-support,Female,<=50K
37.00000000000001,10.0,40.0,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
48.0,9.0,55.0,Private,status_Divorced,Machine-op-inspct,Female,<=50K
29.0,9.0,44.0,Private,status_Never-married,Adm-clerical,Female,<=50K
46.99999999999999,13.0,44.0,Private,status_Married-civ-spouse,Machine-op-inspct,Male,>50K
41.00000000000001,13.0,36.58398616313935,Private,status_Widowed,Sales,Male,<=50K
37.00000000000001,10.0,40.0,Local-gov,status_Divorced,Adm-clerical,Female,<=50K
21.0,8.851782441139221,43.28052961826325,Private,status_Never-married,Machine-op-inspct,Male,<=50K
31.0,8.339811325073242,40.0,Private,status_Married-spouse-absent,Transport-moving,Male,<=50K
40.0,9.0,43.46329081058503,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
38.0,13.0,39.07078957557679,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
49.00000000000001,8.840668261051178,50.00000000000001,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
61.00000000000001,9.0,17.0,Self-emp-not-inc,status_Married-civ-spouse,Other-service,Female,<=50K
44.0,9.0,39.0,Private,status_Separated,Other-service,Female,<=50K
42.0,9.0,24.0,Private,status_Never-married,Other-service,Female,<=50K
44.0,14.0,59.99999999999999,Private,status_Married-civ-spouse,Prof-specialty,Male,>50K
42.99999999999999,10.183951616287231,59.99999999999999,Self-emp-not-inc,status_Married-civ-spouse,Transport-moving,Male,<=50K
56.0,5.0,50.00000000000001,Self-emp-not-inc,status_Married-civ-spouse,Exec-managerial,Male,<=50K
24.0,3.0,40.0,Private,status_Never-married,Farming-fishing,Male,<=50K
22.0,10.0,45.0,Private,status_Never-married,Prof-specialty,Male,<=50K
46.0,9.0,14.999999999999998,Private,status_Never-married,Other-service,Male,<=50K
49.00000000000001,13.0,55.0,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
45.00000000000001,10.0,36.98162961006165,Private,status_Divorced,Sales,Male,<=50K
35.0,8.772778868675232,40.0,Private,status_Never-married,Farming-fishing,Male,<=50K
26.0,9.0,50.00000000000001,Self-emp-inc,status_Never-married,Sales,Male,<=50K
42.0,13.0,50.00000000000001,Private,status_Separated,Other-service,Female,<=50K
32.0,14.140048086643219,50.00000000000001,Private,status_Never-married,Exec-managerial,Female,<=50K
38.99999999999999,6.4460519552230835,59.99999999999999,Self-emp-not-inc,status_Married-civ-spouse,Sales,Male,<=50K
27.0,10.0,40.0,Private,status_Never-married,Exec-managerial,Female,<=50K
62.99999999999999,10.0,43.202823400497444,Self-emp-inc,status_Married-civ-spouse,Exec-managerial,Male,>50K
38.99999999999999,11.0,40.0,Private,status_Separated,Adm-clerical,Male,<=50K
32.0,10.074026644229889,40.0,Local-gov,status_Never-married,Craft-repair,Male,<=50K
44.0,13.0,50.00000000000001,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
50.99999999999999,4.0,40.0,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
29.0,10.0,50.00000000000001,Self-emp-not-inc,status_Divorced,Craft-repair,Male,<=50K
58.00000000000001,13.0,44.931344270706184,State-gov,status_Married-civ-spouse,Exec-managerial,Male,<=50K
30.0,10.032460451126099,40.0,Private,status_Never-married,Craft-repair,Male,<=50K
49.00000000000001,13.0,56.26120638847352,Local-gov,status_Married-civ-spouse,Prof-specialty,Male,<=50K
58.99999999999999,14.0,55.0,Private,status_Married-civ-spouse,Prof-specialty,Male,<=50K
46.0,10.108374118804932,39.714706182479866,Private,status_Married-civ-spouse,Adm-clerical,Male,>50K
28.0,13.0,28.0,Private,status_Married-civ-spouse,Exec-managerial,Female,>50K
60.0,13.0,40.0,Local-gov,status_Married-civ-spouse,Prof-specialty,Male,>50K
40.0,9.0,36.228656768798835,Private,status_Never-married,Adm-clerical,Female,<=50K
53.00000000000001,13.0,40.0,Private,status_Divorced,Tech-support,Female,<=50K
31.0,9.0,44.24681633710862,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
75.0,10.0,39.21921586990357,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
50.0,13.0,40.0,Self-emp-not-inc,status_Married-civ-spouse,Exec-managerial,Male,>50K
20.0,10.059361219406128,20.0,Private,status_Never-married,Handlers-cleaners,Male,<=50K
23.0,13.0,33.39370870590211,Private,status_Never-married,Sales,Female,<=50K
29.0,9.0,40.0,Private,status_Never-married,Adm-clerical,Female,<=50K
26.0,9.0,40.0,Private,status_Never-married,Other-service,Male,<=50K
49.00000000000001,10.0,59.99999999999999,Self-emp-inc,status_Married-civ-spouse,Sales,Male,<=50K
54.99999999999999,10.0,40.0,Local-gov,status_Married-civ-spouse,Prof-specialty,Male,>50K
20.0,9.0,40.0,Private,status_Never-married,Machine-op-inspct,Male,<=50K
46.0,10.0,48.0,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
48.0,10.0,40.0,Private,status_Divorced,Machine-op-inspct,Male,<=50K
64.0,16.0,40.0,State-gov,status_Never-married,Prof-specialty,Female,>50K
34.0,9.0,29.999999999999996,Private,status_Never-married,Other-service,Male,<=50K
20.0,9.252849578857422,45.0,Private,status_Never-married,Transport-moving,Male,<=50K
20.0,8.0,40.0,Private,status_Never-married,Farming-fishing,Male,<=50K
20.0,8.11714506149292,14.999999999999998,State-gov,status_Never-married,Handlers-cleaners,Male,<=50K
38.0,10.0,37.47411459684373,Private,status_Never-married,Adm-clerical,Female,<=50K
40.0,11.0,40.0,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
22.0,9.0,40.0,Private,status_Never-married,Other-service,Male,<=50K
44.0,10.409063160419464,80.0,Self-emp-not-inc,status_Married-civ-spouse,Sales,Male,>50K
58.00000000000001,6.0,50.00000000000001,Private,status_Married-civ-spouse,Transport-moving,Male,>50K
20.0,9.0,25.000000000000004,Private,status_Never-married,Craft-repair,Male,<=50K
75.0,9.225466012954712,35.0,Self-emp-not-inc,status_Married-civ-spouse,Prof-specialty,Male,<=50K
28.0,10.0,52.129750847816474,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
31.0,13.0,55.0,Private,status_Married-civ-spouse,Sales,Male,<=50K
32.0,9.0,40.0,Private,status_Never-married,Machine-op-inspct,Female,<=50K
24.0,13.0,50.00000000000001,Self-emp-not-inc,status_Never-married,Farming-fishing,Male,<=50K
50.0,9.0,40.0,Self-emp-not-inc,status_Married-civ-spouse,Sales,Male,<=50K
28.0,13.0,40.0,Private,status_Never-married,Sales,Male,>50K
35.0,14.0,40.0,Self-emp-not-inc,status_Married-civ-spouse,Sales,Male,>50K
31.0,9.627835810184479,50.00000000000001,Private,status_Never-married,Craft-repair,Male,<=50K
58.00000000000001,9.453577160835266,50.00000000000001,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
23.0,13.0,40.0,Private,status_Never-married,Prof-specialty,Female,<=50K
27.0,11.071659088134766,40.0,Private,status_Never-married,Prof-specialty,Female,<=50K
38.99999999999999,13.0,40.0,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
20.0,9.0,40.0,Private,status_Never-married,Craft-repair,Male,<=50K
25.0,9.0,28.0,Private,status_Never-married,Craft-repair,Male,<=50K
37.00000000000001,9.0,40.0,Local-gov,status_Never-married,Other-service,Male,<=50K
58.00000000000001,13.0,50.00000000000001,Local-gov,status_Divorced,Prof-specialty,Female,<=50K
31.0,13.0,40.0,State-gov,status_Divorced,Prof-specialty,Male,<=50K
37.00000000000001,13.0,48.08412086963654,Self-emp-inc,status_Married-civ-spouse,Exec-managerial,Male,>50K
30.0,5.0,38.468708038330085,Private,status_Never-married,Farming-fishing,Male,<=50K
27.0,11.234927833080292,40.0,Private,status_Never-married,Exec-managerial,Male,<=50K
44.0,10.0,59.99999999999999,Self-emp-inc,status_Divorced,Machine-op-inspct,Male,<=50K
58.00000000000001,10.0,55.0,Local-gov,status_Never-married,Prof-specialty,Female,<=50K
57.00000000000001,4.0,40.0,Private,status_Widowed,Machine-op-inspct,Female,<=50K
40.0,10.0,50.00000000000001,Self-emp-inc,status_Married-civ-spouse,Exec-managerial,Male,<=50K
25.0,13.0,40.0,Private,status_Never-married,Prof-specialty,Female,<=50K
38.0,10.590930342674255,50.00000000000001,Private,status_Married-civ-spouse,Craft-repair,Male,>50K
45.00000000000001,9.0,38.0,State-gov,status_Divorced,Exec-managerial,Female,>50K
50.0,13.0,44.94281649589539,Self-emp-not-inc,status_Married-civ-spouse,Exec-managerial,Male,<=50K
45.00000000000001,9.0,55.0,Private,status_Divorced,Sales,Female,<=50K
40.0,10.0,40.0,Federal-gov,status_Married-civ-spouse,Tech-support,Male,>50K
42.0,2.0,59.99999999999999,Self-emp-inc,status_Married-civ-spouse,Sales,Male,<=50K
35.0,9.0,40.0,Private,status_Never-married,Transport-moving,Male,<=50K
38.99999999999999,9.0,40.94883781671525,Private,status_Separated,Handlers-cleaners,Male,<=50K
49.00000000000001,10.0,43.0,Private,status_Married-civ-spouse,Machine-op-inspct,Male,<=50K
32.0,9.0,40.32304078340531,Private,status_Never-married,Machine-op-inspct,Female,<=50K
45.00000000000001,8.0,32.25200909376145,Private,status_Never-married,Other-service,Male,<=50K
31.0,11.0,40.0,Private,status_Never-married,Protective-serv,Male,<=50K
26.0,13.0,58.00000000000001,Private,status_Married-civ-spouse,Craft-repair,Male,>50K
30.0,10.0,29.999999999999996,Private,status_Divorced,Transport-moving,Male,<=50K
36.0,9.0,40.0,Private,status_Separated,Adm-clerical,Female,<=50K
32.0,9.8002347946167,50.00000000000001,Private,status_Divorced,Exec-managerial,Female,<=50K
34.0,2.0,40.0,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
33.0,10.0,40.0,Private,status_Never-married,Adm-clerical,Female,<=50K
35.0,9.831729292869568,50.00000000000001,Private,status_Never-married,Sales,Male,<=50K
30.0,13.0,55.0,Private,status_Married-civ-spouse,Exec-managerial,Male,<=50K
26.0,11.0,29.246505141258243,Private,status_Never-married,Sales,Female,<=50K
29.0,8.641837000846863,40.612098217010505,Private,status_Never-married,Machine-op-inspct,Male,<=50K
42.99999999999999,10.0,40.0,Local-gov,status_Married-civ-spouse,Other-service,Male,<=50K
35.0,8.30702668428421,40.0,Private,status_Married-civ-spouse,Farming-fishing,Male,<=50K
27.0,9.0,59.99999999999999,Local-gov,status_Married-civ-spouse,Transport-moving,Male,<=50K
44.0,6.0,29.999999999999996,Private,status_Married-spouse-absent,Adm-clerical,Female,<=50K
18.0,9.0,18.0,Private,status_Never-married,Sales,Female,<=50K
30.0,9.781083822250366,40.0,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
42.0,9.980795741081238,39.167871236801155,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
23.0,10.0,20.0,Private,status_Never-married,Adm-clerical,Female,<=50K
38.99999999999999,12.0,34.70692217350007,Private,status_Divorced,Other-service,Female,<=50K
41.00000000000001,14.0,55.0,Local-gov,status_Divorced,Prof-specialty,Female,<=50K
46.99999999999999,9.0,35.0,Self-emp-not-inc,status_Married-civ-spouse,Adm-clerical,Female,<=50K
19.0,10.0,10.0,Private,status_Never-married,Sales,Female,<=50K
26.0,14.0,20.0,Private,status_Never-married,Prof-specialty,Male,<=50K
29.0,8.806749939918518,40.0,Private,status_Never-married,Transport-moving,Male,<=50K
27.0,13.0,40.0,Private,status_Married-civ-spouse,Exec-managerial,Male,<=50K
44.0,9.0,50.00000000000001,Self-emp-not-inc,status_Married-civ-spouse,Craft-repair,Male,>50K
42.0,9.57323408126831,40.0,Federal-gov,status_Married-civ-spouse,Adm-clerical,Male,>50K
53.00000000000001,9.0,40.0,Private,status_Married-civ-spouse,Transport-moving,Male,<=50K
58.00000000000001,8.975296378135681,35.0,Local-gov,status_Widowed,Prof-specialty,Male,>50K
38.0,11.07899671792984,43.1512976884842,Local-gov,status_Never-married,Prof-specialty,Male,<=50K
19.0,10.0,31.64170598983765,Private,status_Never-married,Adm-clerical,Female,<=50K
46.0,13.0,45.0,Local-gov,status_Married-civ-spouse,Prof-specialty,Male,>50K
36.0,9.0,40.0,Private,status_Married-civ-spouse,Handlers-cleaners,Male,<=50K
29.0,13.0,55.58831131458283,Private,status_Married-civ-spouse,Prof-specialty,Male,>50K
50.99999999999999,14.0,40.0,Private,status_Never-married,Prof-specialty,Male,>50K
28.0,10.145569205284119,40.0,Private,status_Never-married,Craft-repair,Male,<=50K
52.0,10.0,50.00000000000001,Federal-gov,status_Married-civ-spouse,Other-service,Male,<=50K
31.0,9.0,40.0,Private,status_Never-married,Farming-fishing,Male,<=50K
60.0,9.0,50.00000000000001,Private,status_Married-civ-spouse,Craft-repair,Male,<=50K
52.0,6.0,45.0,Private,status_Married-civ-spouse,Handlers-cleaners,Male,<=50K
31.0,9.0,50.00000000000001,Federal-gov,status_Married-civ-spouse,Adm-clerical,Male,<=50K
24.0,13.0,40.0,Private,status_Married-civ-spouse,Exec-managerial,Female,<=50K
53.00000000000001,14.0,54.524449348449714,Private,status_Married-civ-spouse,Exec-managerial,Male,>50K
21.0,11.0,48.632024765014656,Self-emp-not-inc,status_Married-civ-spouse,Farming-fishing,Male,<=50K
38.0,10.0,38.0,Self-emp-inc,status_Married-civ-spouse,Craft-repair,Male,<=50K
19.0,9.0,20.0,State-gov,status_Never-married,Adm-clerical,Female,<=50K
44.0,11.0,40.0,Federal-gov,status_Divorced,Tech-support,Male,<=50K
42.99999999999999,9.0,40.0,Private,status_Never-married,Craft-repair,Male,<=50K
61.00000000000001,10.0,40.0,Private,status_Divorced,Sales,Female,<=50K
45.00000000000001,14.0,40.0,Self-emp-not-inc,status_Married-civ-spouse,Sales,Male,>50K
50.0,13.0,39.2156994342804,Private,status_Divorced,Prof-specialty,Female,<=50K
41.00000000000001,8.0,84.0,Private,status_Divorced,Transport-moving,Male,>50K
28.0,10.0,40.0,Federal-gov,status_Married-civ-spouse,Adm-clerical,Male,>50K
