school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,15,U,GT3,T,2,2.11,other,other,home,mother,1,1,0.01999999999999983,no,yes,no,no,yes,yes,yes,no,4.145,2,2,1,1.75,5,3.27,11,12,12
GP,M,15,U,GT3,T,4,2,health,services,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,2,2,4,2,3.396666666666667,3.223333333333333,0,11,11,10.99
GP,M,16,U,GT3,A,3,4,services,other,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,5,2,11.923333333333336,12,13
GP,M,16,U,GT3,T,4,4,teacher,teacher,home,mother,1,2,0.15,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,5,4,12,11,11.403333333333334
GP,M,16.53,U,LE3,T,4,3.46,teacher,services,home,mother,1.22,2,0,no,yes,no,no,yes,yes,yes,no,5,4,2,3,4,4.18,0,10,10.775,11
GP,M,15,U,GT3,T,4,4,teacher,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,1,1,1.6,5,2,15,15,15.37
GP,M,15,R,GT3,T,4,3,teacher,at_home,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4.14,5,2,1,1,3.68,0,13,14,13.855
GP,M,15,U,LE3,T,3,3,other,other,reputation,mother,1,2,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,3.914166666666667,0,13,12,12
GP,M,16,U,GT3,T,2.15,2,other,other,home,mother,1,1,0,no,yes,no,no,no,yes,yes,no,5,2.87,3,1,1,5,4,12,12,12
GP,F,16.44,U,GT3,T,2,3,other,other,other,father,2,1.98,-1.0519363158323358e-16,no,yes,no,no,yes,yes,no,no,3,5,1,1.16,1,5,4,11,11,11
GP,M,15,U,LE3,T,4,3,teacher,other,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4.235,4,3,1,1,4,0,13.9725,14,14.329333333333334
GP,M,16,R,GT3,A,4,4,other,teacher,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,no,2,4,2.9483333333333337,1,1,5,4,13,13,13
GP,F,15,R,GT3,T,3,4,services,health,course,father,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,3,2,1,1,4.24,2,11,12,12
GP,F,15,R,GT3,T,2,2,at_home,other,reputation,mother,1,1,0.039999999999999904,yes,yes,no,yes,yes,yes,no,no,4,3,1,1,1,2,8,14,13,12
GP,F,16,U,LE3,T,2,2,other,other,home,mother,2,2,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,1.97,3,16,10.48,11,10
GP,M,15,U,LE3,T,4,4,teacher,other,home,mother,1,1,0,no,yes,no,no,no,yes,yes,yes,5,3.043333333333334,3,2,3.25,5,8,10,11,11
GP,M,15,U,GT3,T,4,4,services,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,2.58,1,1,5,0,14,15,15
GP,F,15,U,LE3,T,2,2,services,services,course,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,5,4,1,1,1.71,1,0,9,10,10
GP,F,16,U,GT3,T,2,2,other,at_home,course,mother,2,1.9593333333333334,0.04999999999999994,yes,no,no,no,yes,yes,yes,no,4,3,3,2,2,5,14,10,11,11.03
GP,F,16.46,U,LE3,A,4,2.77,other,other,course,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,5,2,2,1,1,5,4,10,11,10.9
GP,F,16,U,LE3,A,3,3,services,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3.77,3,3.045,1.68,4,3.7,6,13,12,13
GP,M,16,U,GT3,T,4,3,health,services,reputation,mother,1,4,0.019999999999999858,no,no,no,yes,yes,yes,yes,no,4,2,3.1210000000000004,1,1,2,2,17,17,16.66
GP,M,15,U,GT3,T,4,2,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4,3,3,1.34,2.2116666666666664,3.7880000000000003,4,11,12,13
GP,F,16.26,U,GT3,T,4,4,services,teacher,reputation,father,1,2,0,yes,yes,no,yes,no,yes,yes,no,4,4,4,1.2,1,3,2,13,12,12
GP,F,16,U,GT3,T,2,2,services,services,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1.0533333333333332,1.72,3.2319999999999998,0,12.855,13,13
GP,F,16.25166666666667,U,LE3,T,4,2,health,other,other,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1.08,1,5,1.36,16,14,15.066833333333333
GP,M,15,U,LE3,A,3.14,3.28,health,health,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,5,5,3,4,5,4,10,9.953333333333333,9
GP,F,15,U,GT3,T,4,4,services,services,course,mother,1,1,0,yes,yes,no,no,yes,yes,yes,no,4,3,4,2,3,3.9175,0,11.601999999999999,12,12
GP,F,16.69,U,LE3,T,3,3,other,other,other,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3.81,3,4,4,4,1,0,13,12.78,13
GP,F,16,U,GT3,A,2.166666666666667,1,other,other,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,4,1,1,2,2,12,13,12
GP,F,15,U,GT3,A,4,3,services,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4.131666666666666,3,2,1,1,3.1213333333333333,2.8309523809523807,13.635714285714286,14,15
GP,M,15,U,GT3,T,3.66,3.54,teacher,health,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,3,2,2,1,1,5,8,15,15,15.443333333333335
GP,M,15,U,LE3,T,1,2,other,at_home,home,father,1,2,0,yes,yes,no,yes,yes,yes,yes,no,3.9,3,2,1.18,1,3.31,0,14,13,14
GP,F,16,U,GT3,T,2.57,2,services,other,course,mother,1.34,2.12,0,no,yes,yes,no,yes,yes,yes,no,4.21,2,3,1,1,5,2,16,15.06,16
GP,F,16,U,GT3,T,4,4,teacher,teacher,other,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,4.09,4,4,2,3,3.6825,0,17,15.01,15.29
GP,F,16,U,GT3,T,1,1.84,services,services,course,father,4,2.03,0,no,yes,no,yes,yes,yes,yes,yes,5,3.635,5,2.09,5,5,4.295,11.73,10,16
GP,F,16,U,LE3,T,1,2,other,other,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,no,4.075,3.1,3,1,1,1,0,13,13,10
GP,F,16,U,GT3,T,4,3,health,health,home,mother,1.1033333333333333,2.01,0,yes,yes,no,yes,yes,yes,yes,no,3,2.9066666666666663,4,2,4,4,0,14,13,13.09
GP,F,15,U,LE3,T,4,3,services,services,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,4,4,2,4,2,0,13,12.526666666666667,12
GP,F,16,U,LE3,T,2.82,3,other,services,course,mother,3,2,0.009999999999999872,no,yes,no,yes,yes,yes,yes,no,5,4,3.458333333333333,1,2,1,2,16,15,16
GP,M,16.68,U,LE3,A,4,4,teacher,services,reputation,mother,1,4,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,5,3.85,0,11,11.526666666666667,12
GP,F,16,U,GT3,T,3,1,services,other,course,mother,1,4,0,yes,yes,no,no,yes,yes,yes,no,4,3,3,1,2,5,0,10,9,10
GP,F,15,R,LE3,T,2,2.1,services,services,reputation,father,2,2,0,no,yes,no,no,yes,yes,yes,no,4,1,2.97,1.36,3,4,0,11.19,10.94,11
GP,F,15,R,LE3,T,3,1,other,other,reputation,father,2,4,0.05999999999999992,no,yes,no,yes,no,yes,yes,no,4,4,2,2,3,3,6,14,15,15
GP,M,16,U,GT3,T,3,1,other,other,reputation,father,2,4,0,no,yes,no,no,yes,yes,yes,no,4.0633333333333335,3,2,1,1,3.51,2,13,11,11
GP,M,15,U,GT3,T,4,2,other,other,course,mother,1,4,0,no,no,no,no,yes,yes,yes,no,4.1530000000000005,3,3,1,1,3,0,11,9,10
GP,F,15,R,GT3,T,1,1,other,other,reputation,mother,1,2,0.11999999999999997,yes,yes,no,no,no,yes,yes,yes,3,3,4,2,4,5,5.573333333333332,13,11.545,11
GP,M,16,U,GT3,T,2.983333333333333,2.46,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,5,0,13,13,14
GP,F,16,U,GT3,T,3,3,other,services,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,4,3,3,1.67,4,5,4,10.925,11,11
GP,M,15,U,GT3,T,3.84,3,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,3,3.9,3.975,11,11,11
GP,M,15,U,GT3,T,4,0,teacher,other,reputation,mother,2,4,0,no,no,no,yes,yes,yes,yes,no,3,4,3,1.4433333333333331,1,1,3.635,12,11,11
GP,F,16,U,GT3,T,2,2,other,other,reputation,mother,1,4,0,no,no,no,no,yes,yes,yes,yes,5,2,3,1,3,3,1,13,13,13
MS,M,17,U,GT3,T,2,1,other,other,course,mother,2,1,3,yes,yes,no,yes,yes,no,yes,no,4,5,3.34,1,1,3,0,9,9,10
GP,F,16.51,U,GT3,T,3,4,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,2,4,3,1,2,3,14,12,11,11
GP,M,15,U,GT3,T,2,3,other,services,course,father,1,1,0,yes,yes,no,no,no,yes,yes,yes,3,2,2,1,3,3,0,11,11,11.228333333333335
GP,M,16.10666666666667,U,GT3,T,2,3,other,other,home,mother,1,3,0,yes,no,no,no,no,yes,yes,no,5,3,2.88,1.18,1.915,5,2,9.63,9,9
GP,F,15,U,LE3,T,3,2,services,other,home,mother,1,2,0.019999999999999837,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2.26,5,4,12,11,11
GP,M,15,U,GT3,T,2,2,services,services,home,mother,2,2.215,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,4,2.66,13,12,13
GP,F,15,U,GT3,T,1,1,other,other,course,father,1,2,0,yes,yes,no,yes,no,yes,yes,no,4,3,2,2,3,3.21,2,13,12.3,12
GP,F,16.35666666666667,U,GT3,T,4,4,teacher,services,course,mother,2,1.9065,0,no,no,no,no,yes,yes,yes,yes,4,4,4,2,3,5,4,12,11,12
GP,F,16,U,GT3,T,2,2,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,4,1,2,2,6,13,11.436,11
GP,F,16.6,U,GT3,T,4,2,other,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,2.97,3,1,1.55,1,2.28,15,15.44,15.95
GP,M,16,U,GT3,T,2,2,services,other,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4.05,4,3.2175,1,1,3,6,12,10,11
GP,M,16,U,LE3,A,4,4,teacher,health,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,3.89,1,3,3,5,5,6,9,10.75,10
GP,F,16,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,1,3,4,2,9,11,10.93
GP,F,16.935222222222222,U,GT3,T,4,3,services,other,reputation,mother,1.17,2.17,0,no,no,no,yes,yes,yes,yes,no,4,3.41,5,1,2.37,1,6,14,13,13
GP,F,16,U,LE3,T,3,1,other,other,home,father,1,2,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,2.4625,2,0,12,13,12
GP,F,16,U,GT3,T,4,2,teacher,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,1,2.1533333333333333,13,14,14
GP,M,15,U,GT3,T,3.26,3.425,services,health,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,3.4483333333333337,4,1,2.3775,4,2,11,12,12
GP,F,15,R,GT3,T,1,1,at_home,other,home,mother,2,2.1175,0,yes,yes,no,yes,yes,yes,yes,no,3,1,2,1,1,1,4,13,13,13
GP,M,15.953333333333333,R,GT3,T,4,3,services,other,reputation,mother,2,1,0,yes,yes,no,yes,no,yes,yes,no,3,3,3,1,1,4,6,11.183333333333332,11,11
GP,F,16,U,GT3,T,2,2.055,other,other,course,mother,1,2,0.01999999999999986,no,yes,no,no,yes,yes,no,no,4,3,5,1,1.975,5,0,11.82,12.02,12
GP,F,16,U,GT3,T,4,4,other,other,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,no,5,3,4,1,1.73,1,4,12,12.481666666666666,13
GP,F,16,U,GT3,T,4,3,other,at_home,reputation,mother,1,3,0,yes,yes,no,no,yes,yes,yes,no,5,3,5,1,1,3,2.3,12,13,13
GP,M,17.21,U,GT3,T,4,2.915,teacher,services,course,mother,1,1,1.07,yes,yes,no,yes,yes,yes,yes,no,4,5,5,5,5,4,12,8.625,9,8
GP,M,16,U,GT3,T,4,4,services,teacher,other,father,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,1.21,1,4,1.7366666666666668,16,16,16
GP,M,15,U,GT3,T,4,4,services,other,course,mother,1,1,0,no,yes,yes,yes,no,yes,yes,no,5,3,3,1,1,5,2,12,13,12.818333333333335
GP,F,15,U,GT3,T,2.29,2,services,other,home,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,3.44,5,1,2.245,2,16,11,10,10
GP,M,16.536666666666665,U,GT3,A,3,4,other,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3.45,4,1,1,1,0,16,16,15.53
GP,F,15,U,GT3,T,2.425,3,other,health,reputation,father,1,4,0,yes,no,no,no,yes,yes,no,no,4,3,2.76,1,1,4,10,10,10,10
GP,F,15,U,GT3,T,2.565,2,other,other,course,mother,1,4,0,yes,yes,no,no,yes,yes,yes,no,5,1,2.92,1,1,3,4.4375,10,10,10
GP,M,15.84,U,GT3,T,3.21,3,services,other,home,father,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,5,4,13,14,13.97
GP,M,15,R,GT3,T,4,4,other,other,home,father,4,4,0,no,yes,no,no,yes,yes,yes,no,1,3,5,3,5,1,8,12,10,11
GP,F,16.566666666666666,U,LE3,T,4,4,health,health,other,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,5,3.27,5,1,1.6283333333333332,4,2,15,13.94,14
GP,M,15,U,LE3,A,3.84,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,5,5,3,1.24,1,4,3.685,13,13.45,14
GP,F,15.95,R,GT3,T,3,3,services,other,reputation,father,1,3,0,yes,yes,no,yes,yes,yes,yes,no,4,1,2.86,1,1,2,4,11,11,11
GP,F,16,U,GT3,T,2,2,at_home,other,home,mother,1,2,0.33,yes,no,no,no,yes,yes,yes,no,3,1,2.62,1,1,5,12,8,10,10
GP,M,15,U,LE3,T,3.3933333333333335,2,teacher,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,4.105476190476191,5,2,1,1,3,10,18,17,18
GP,M,15,R,GT3,T,2,2.03,services,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,3.4025,1,1,5,4,10,9,10
GP,M,16,U,GT3,T,3.91,4,teacher,teacher,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3.75,4,1,2.145,5,6,16,14,14
GP,M,16.673333333333332,U,GT3,T,4,4,other,teacher,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,no,4,4,3.18,1,1.58,2,4,16,15,16
GP,M,16,U,GT3,T,3,3,other,services,course,father,2,1,0,no,no,no,yes,yes,yes,yes,no,4.126666666666667,4,2,1,1,5,6,13.96,14,15
GP,M,17,R,GT3,T,1,1.565,other,other,course,father,2.09,2,0.09999999999999992,no,no,no,yes,yes,yes,yes,no,5,3.71,4,1,4,5,3.536666666666667,12,11,11
GP,M,15,U,GT3,T,3.3252777777777776,4,other,other,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,3.41,14,13,14
GP,F,15,U,GT3,T,1,2,at_home,services,course,mother,1,2,0,no,no,no,no,no,yes,yes,no,3,2,3,1.21,2,1,0,12.74,12.875,14
GP,M,15,U,GT3,T,2,2,services,services,home,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,2,3.7,6,14,13,13.475999999999999
GP,F,16,U,LE3,T,2,4,other,health,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,2,5,2,14,12,13
GP,M,16,U,GT3,T,4,4,teacher,other,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,4.49,4,4,1,2.34,5,2.41,12,13,13
GP,F,16,U,GT3,T,1.9483333333333333,1.596666666666667,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,12,11,11.705
GP,M,15,U,GT3,T,2.75,4,services,services,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,5,3.954166666666667,5,3,2,5,2,9.941666666666666,10.02,9
GP,F,16.64,U,LE3,A,3,4,other,other,reputation,mother,1.3,2.14,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,10,11,11
GP,F,19,U,GT3,T,0,1,at_home,other,course,mother,1,2,2,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,0,9,9.8,11
GP,M,16,R,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4.08,5,5,2,5,4,8,14,13.46,13.673333333333332
GP,M,16,U,GT3,T,2,3,services,other,reputation,mother,2,3,0,no,yes,no,yes,no,yes,yes,yes,3,2,3,2,2.5866666666666664,1,4,13,12,13
GP,F,15,R,GT3,T,3,3.47,services,teacher,course,father,2,1.78,0,no,yes,no,no,yes,yes,yes,yes,3.93,2,2,2,2,4.01,0,10,11,10.84
GP,F,18,U,GT3,T,2,1,services,other,reputation,mother,1,2,3,no,yes,no,yes,yes,no,yes,yes,5,4,5,1.95,3,5,10,10,9,8
GP,F,17,U,LE3,A,2,1,other,other,course,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,3.7833333333333337,2,2,1.41,2,5,8,11,10,11.205238095238096
GP,F,15,U,GT3,T,1,1,at_home,other,course,mother,3,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,3.31,6,11,12,13
GP,F,17,U,LE3,T,2,2,other,other,home,father,1,1,0,no,yes,no,no,yes,yes,yes,no,3,3.17,4,1,3,5,2,13,12,12
GP,F,16.551666666666666,U,GT3,A,3,4,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,yes,3,2,1,1,4,5,3.52,15,13,14
MS,M,16,U,GT3,T,1.825,1,at_home,other,course,mother,4,1,0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,2,4,9,9,11
GP,F,16,U,LE3,A,2,2.08,other,other,home,mother,1,1,0.059999999999999935,no,no,no,no,yes,yes,no,no,5,3.2166666666666663,4,1,1,5,12,10.94,11,11
GP,M,15,R,GT3,T,3,4,at_home,teacher,course,mother,4,2,0,no,yes,no,no,yes,yes,no,yes,4.14,3,3,1,1,5,2,12,11,11
GP,F,15,U,GT3,T,4,4,services,teacher,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1.0899999999999999,1,5,1.45,13,14.07,15
MS,M,16.29,R,GT3,T,3,4,services,other,course,mother,3,2,0,no,no,no,yes,yes,yes,no,no,5,3.965,3.8633333333333333,2,4,5,2,10,9,10
GP,F,16,R,GT3,T,1,1,at_home,other,course,mother,4,2.1233333333333335,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,2.99,0,14,13,13
GP,M,18,U,LE3,T,3,1,services,services,course,mother,1.49,1,0,no,no,no,no,yes,yes,yes,yes,3,3,4,4,5,4,2,11,11.15,12
GP,F,18,U,LE3,A,3,2,other,services,course,other,1,1.895,0.09999999999999996,no,yes,no,yes,yes,yes,yes,no,4,3,3.73,5,3.435,5,10,12,10.87,11
GP,F,16,R,GT3,T,1,1,at_home,services,reputation,mother,2,1.96,0,no,yes,no,no,yes,yes,no,yes,3,3,3,1,2,3.0692857142857144,8,12,11,11
GP,F,16,U,GT3,A,3,3,other,other,course,other,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,3.725,4,9,9,10
GP,M,16,U,LE3,T,1,1,services,services,course,mother,1,2,2,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,10,10,10
GP,F,15,U,GT3,T,4,3.77,teacher,teacher,course,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6,13,13.381428571428572,14
GP,F,15,R,GT3,T,1,1,other,other,course,mother,3,1.62,1,no,no,no,yes,yes,yes,yes,yes,5,3.6725,5,1,1,1,2,8,9,9
GP,M,15,U,GT3,T,4,3,teacher,services,course,father,2,4,0,no,yes,no,no,yes,yes,yes,no,2,2,2,1,2.4333333333333336,3,6,9,11,11.05
GP,F,15,U,GT3,A,3,3,services,services,home,mother,1,2,0.49,no,no,no,no,yes,yes,no,yes,1,3,2,2,3,1,24,9,9.17,9
GP,M,16,U,GT3,T,4,4,services,services,course,mother,1,1.9625,0,no,yes,no,yes,yes,yes,yes,no,4.22,3,3,1,3,5,0,15,13,13
GP,M,16,U,LE3,T,2,2,services,services,reputation,father,2,1,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,5.826666666666667,12,10.71,11
GP,F,16.236666666666668,U,GT3,T,4,4,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1.0299999999999998,1,5,1.91,13,13,13
GP,F,16,U,LE3,T,1,1,at_home,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,4,10,10.411666666666665,11
GP,M,17,U,GT3,T,2,1,other,other,course,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,5,4,5,1,2,5,4.283333333333334,9,7,6
GP,F,16.11,U,GT3,T,1,1,other,services,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,12,12,12
GP,F,15,U,LE3,A,2,1,other,other,home,mother,2,1,0,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,5,0,11,10,10
GP,F,15,U,GT3,T,3,2,health,services,home,father,1,2,1,no,yes,no,no,yes,yes,yes,no,3.891666666666666,3,2,1,2.35,3.583333333333333,2,11,11,10.796666666666667
GP,F,15,U,GT3,T,1,2,at_home,other,home,mother,1,2,0,no,yes,no,no,no,yes,yes,no,4,2.75,2,1,1,5,6,11.794583333333332,12,13
GP,F,15,U,GT3,T,1,2,at_home,services,course,father,1,2,0,no,no,no,no,no,yes,yes,yes,3.74,3.1966666666666668,4,2,4,1,4.56,11,11,11
GP,M,16,U,GT3,T,4,4,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,no,yes,no,3,3,2,2,1,3.8833333333333337,4.08,9,10.407,10.42
GP,M,15,U,LE3,T,3.05,2.5316666666666667,services,other,course,mother,4,1,0,no,no,no,no,yes,yes,yes,no,3.996666666666666,5,5,2,3.965,5,7.005714285714285,12,10.516666666666666,11
