age,education_num,hours_per_week,sex,marital_status,workclass,occupation,income
18.45205479452055,9,62,Female,Divorced,Private,Adm-clerical,<=50K
2.3424657534246576,9,20,Female,Never-married,Private,Craft-repair,<=50K
57.383561643835606,9,20,Male,nan,nan,nan,<=50K
37.24657534246575,NA,59.999999999999986,nan,Married-civ-spouse,nan,Sales,<=50K
30.53424657534246,9,44,nan,Never-married,Private,Tech-support,<=50K
30.53424657534246,NA,45.9416372537613,Male,nan,nan,Transport-moving,nan
39.93150684931507,10,59.999999999999986,Female,Widowed,nan,Adm-clerical,<=50K
21.180192309618,13,14.999999999999996,nan,Married-civ-spouse,Private,Other-service,nan
74.83561643835615,7,40,Female,Widowed,Private,Adm-clerical,<=50K
35.26856353282929,13,50.00000000000001,Male,Married-civ-spouse,Self-emp-inc,Exec-managerial,>50K
23.82191780821918,7,59.999999999999986,Male,nan,Private,Transport-moving,<=50K
18.45205479452055,NA,40,Male,nan,Private,Handlers-cleaners,<=50K
46.61198612451554,13,45,Male,Married-civ-spouse,nan,Sales,>50K
18.45205479452055,13,40,Male,Never-married,Private,Prof-specialty,<=50K
47.35964984893799,10,40,Male,nan,nan,nan,>50K
46.64383561643835,NA,51.77721474170686,Male,Married-civ-spouse,Self-emp-inc,Exec-managerial,>50K
33.21917808219179,9,40,nan,nan,Private,Transport-moving,<=50K
27.12516540884972,10,40,Male,Married-civ-spouse,Private,Sales,<=50K
47.986301369863014,9,40,Male,Married-civ-spouse,Private,nan,>50K
21.136986301369863,NA,40,Male,Never-married,Private,nan,<=50K
25.16438356164384,9,35,Female,Divorced,Private,Other-service,<=50K
73.49315068493149,10,50.00000000000001,Male,Married-civ-spouse,nan,Exec-managerial,nan
41.273972602739725,NA,42.082865524291996,Male,Divorced,Federal-gov,Prof-specialty,<=50K
23.82191780821918,4,45,Male,Married-civ-spouse,Private,Transport-moving,<=50K
9.054794520547944,11,34.66732313632966,Male,Never-married,nan,Tech-support,<=50K
21.608372086286547,10,24,nan,Never-married,Private,Adm-clerical,<=50K
42.3940934419632,NA,45,Male,nan,nan,Prof-specialty,>50K
30.53424657534246,16,40,Male,Divorced,Self-emp-not-inc,Adm-clerical,<=50K
14.424657534246574,15,12,Female,Divorced,Private,Prof-specialty,<=50K
28.00140012502671,10,40,Male,Divorced,Private,Craft-repair,<=50K
20.17998571395874,13,45.95508499145508,Female,Never-married,Private,Prof-specialty,<=50K
17.10958904109589,9,18,Female,Married-civ-spouse,Private,Sales,<=50K
22.47945205479452,9,40,Male,Married-civ-spouse,Private,Tech-support,<=50K
61.4109589041096,13,45.54002467393876,Male,nan,Private,Sales,>50K
23.82191780821918,7,40,Male,Never-married,Private,Machine-op-inspct,<=50K
35.90410958904109,10,70,Male,Married-civ-spouse,Self-emp-inc,Exec-managerial,nan
42.61643835616439,10,29.999999999999993,Male,nan,Self-emp-not-inc,nan,>50K
41.273972602739725,15,45.45418976545334,nan,Married-civ-spouse,Self-emp-not-inc,nan,>50K
7.712328767123287,13,29.999999999999993,nan,Never-married,Private,Exec-managerial,<=50K
41.273972602739725,9,40,Male,Married-civ-spouse,nan,Craft-repair,<=50K
60.06849315068494,4,40,Male,Married-civ-spouse,nan,nan,<=50K
9.054794520547944,13,40,Male,Never-married,Private,Handlers-cleaners,<=50K
58.72602739726027,13,37.261210775375375,Female,Divorced,State-gov,Prof-specialty,<=50K
23.82191780821918,9,40,nan,Never-married,Private,Transport-moving,<=50K
72.15068493150686,NA,16,nan,Married-civ-spouse,Self-emp-inc,Exec-managerial,nan
1,NA,29.999999999999993,Male,Never-married,Private,Handlers-cleaners,<=50K
57.383561643835606,NA,25.000000000000004,nan,Married-civ-spouse,Self-emp-not-inc,Sales,<=50K
23.400708231329922,14,20,Male,Never-married,Private,nan,<=50K
23.82191780821918,13,49.20161139965058,Male,Married-civ-spouse,Local-gov,Protective-serv,>50K
74.83561643835615,10,41.76965099573136,nan,Married-civ-spouse,Self-emp-not-inc,Craft-repair,nan
41.273972602739725,7,58.000000000000014,nan,Married-civ-spouse,Private,Adm-clerical,<=50K
53.35616438356165,NA,45,Male,Married-civ-spouse,Private,Sales,>50K
41.273972602739725,NA,25.000000000000004,Female,Divorced,nan,Other-service,<=50K
46.64383561643835,13,40,Female,nan,nan,Adm-clerical,<=50K
22.75563052892685,NA,40,Male,Married-civ-spouse,Private,Machine-op-inspct,<=50K
2.3424657534246576,7,4,nan,Never-married,Self-emp-not-inc,Other-service,nan
49.32876712328768,14,59.999999999999986,Female,Never-married,Private,Exec-managerial,>50K
60.06849315068494,NA,40,Male,Married-civ-spouse,nan,Machine-op-inspct,<=50K
10.397260273972602,9,40,Female,nan,Private,Transport-moving,<=50K
13.08219178082192,14,40,Female,Never-married,State-gov,Exec-managerial,<=50K
18.45205479452055,NA,40,Male,Never-married,Self-emp-not-inc,nan,nan
42.61643835616439,14,40,nan,Married-civ-spouse,Self-emp-not-inc,nan,>50K
47.986301369863014,13,50.00000000000001,Male,Married-civ-spouse,Private,nan,>50K
41.273972602739725,10,39.30837386846543,nan,Married-civ-spouse,nan,Prof-specialty,nan
23.82191780821918,13,40,Female,Never-married,Local-gov,Prof-specialty,<=50K
70.8082191780822,NA,59.999999999999986,Male,Married-civ-spouse,Private,nan,>50K
61.4109589041096,9,40,Male,nan,Local-gov,Transport-moving,<=50K
19.794520547945208,NA,40,nan,Married-civ-spouse,Private,Prof-specialty,<=50K
41.273972602739725,NA,40,nan,Married-civ-spouse,Private,Handlers-cleaners,<=50K
6.36986301369863,NA,22,Male,Never-married,Private,Other-service,<=50K
14.424657534246574,NA,40,Male,Married-civ-spouse,Private,Craft-repair,<=50K
43.95890410958905,9,40,Male,Married-civ-spouse,Private,Craft-repair,<=50K
41.273972602739725,13,70,Female,Separated,Local-gov,Prof-specialty,<=50K
35.90410958904109,10,40,Female,Married-spouse-absent,Private,Other-service,<=50K
41.273972602739725,15,40,Male,Married-civ-spouse,Private,nan,>50K
20.66156858205796,11,40,Female,Never-married,Private,Prof-specialty,<=50K
60.06849315068494,4,56,nan,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,nan
11.73972602739726,13,48,nan,Never-married,Private,Sales,<=50K
32.65152875185014,14,40,nan,Married-civ-spouse,Self-emp-not-inc,nan,nan
16.397133508324625,NA,29.999999999999993,nan,Never-married,Private,Adm-clerical,<=50K
45.301369863013704,11,50.00000000000001,Male,Never-married,nan,Other-service,<=50K
39.93150684931507,9,70,Male,Married-civ-spouse,Private,Transport-moving,<=50K
7.712328767123287,10,20,Female,Never-married,Private,Sales,nan
14.424657534246574,13,36.60591073036194,nan,nan,Private,Tech-support,<=50K
17.10958904109589,7,52,Female,Divorced,Private,Craft-repair,<=50K
34.561643835616444,7,50.00000000000001,Male,nan,Private,Sales,<=50K
31.876712328767127,10,40,Male,Married-civ-spouse,Private,nan,<=50K
32.63270589113236,12,52,Male,Married-civ-spouse,Private,Craft-repair,>50K
21.136986301369863,12,40.1111761212349,Female,Married-civ-spouse,Private,Exec-managerial,>50K
38.589041095890416,14,10,Male,Married-civ-spouse,nan,Prof-specialty,>50K
58.72602739726027,9,40,Male,Married-civ-spouse,Private,Exec-managerial,>50K
9.054794520547944,7,40,Male,Married-civ-spouse,Private,Other-service,<=50K
62.75342465753424,8,40,Male,Married-civ-spouse,nan,Transport-moving,<=50K
21.136986301369863,10,20,nan,nan,Private,Tech-support,<=50K
27.849315068493162,10,40,Male,Married-civ-spouse,Private,Transport-moving,<=50K
29.255817270278936,9,55,Female,Divorced,Private,Machine-op-inspct,nan
17.10958904109589,9,44,Female,Never-married,Private,Adm-clerical,<=50K
41.273972602739725,13,46.998893928527835,Male,Married-civ-spouse,nan,nan,>50K
33.21917808219179,13,50.00000000000001,nan,Widowed,nan,Sales,nan
27.849315068493162,10,40,Female,Divorced,nan,Adm-clerical,<=50K
6.36986301369863,9,44,nan,Never-married,Private,Machine-op-inspct,nan
19.794520547945208,10,40,Male,nan,Private,Transport-moving,<=50K
31.876712328767127,9,56,Male,Married-civ-spouse,Private,Craft-repair,<=50K
33.97717649936676,NA,50.00000000000001,Male,Married-civ-spouse,Private,Exec-managerial,>50K
43.95890410958905,14,50.00000000000001,Male,Married-civ-spouse,Private,Exec-managerial,nan
60.06849315068494,9,17,Female,Married-civ-spouse,Self-emp-not-inc,Other-service,<=50K
37.24657534246575,9,39,Female,Separated,Private,Other-service,<=50K
34.561643835616444,9,24,Female,Never-married,Private,Other-service,<=50K
37.24657534246575,14,59.999999999999986,nan,nan,Private,nan,>50K
35.90410958904109,8,59.999999999999986,Male,Married-civ-spouse,Self-emp-not-inc,Transport-moving,<=50K
53.35616438356165,5,50.00000000000001,nan,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,<=50K
10.397260273972602,3,40,nan,Never-married,Private,nan,nan
7.712328767123287,10,45,nan,nan,Private,Prof-specialty,<=50K
39.93150684931507,9,43.346560919284826,Male,Never-married,Private,Other-service,<=50K
43.95890410958905,13,55,Male,Married-civ-spouse,nan,Exec-managerial,>50K
38.589041095890416,NA,45,Male,Divorced,nan,Sales,<=50K
25.16438356164384,9,37.173003149032596,Male,Never-married,Private,Farming-fishing,<=50K
13.08219178082192,9,50.00000000000001,Male,Never-married,Self-emp-inc,Sales,<=50K
34.561643835616444,13,36.74243721961976,Female,Separated,nan,Other-service,<=50K
21.136986301369863,10,50.00000000000001,Female,Never-married,Private,Exec-managerial,<=50K
30.53424657534246,NA,59.999999999999986,nan,Married-civ-spouse,Self-emp-not-inc,Sales,<=50K
14.424657534246574,10,40,Female,Never-married,Private,Exec-managerial,<=50K
62.75342465753424,10,45,nan,Married-civ-spouse,nan,Exec-managerial,>50K
30.53424657534246,11,40,Male,Separated,Private,Adm-clerical,<=50K
21.136986301369863,10,40,Male,Never-married,Local-gov,Craft-repair,<=50K
37.24657534246575,13,50.00000000000001,Male,Married-civ-spouse,Private,Exec-managerial,>50K
46.64383561643835,4,40,nan,Married-civ-spouse,Private,Transport-moving,<=50K
17.10958904109589,10,50.00000000000001,Male,Divorced,Self-emp-not-inc,Craft-repair,<=50K
35.09314888715745,13,40,Male,Married-civ-spouse,State-gov,Exec-managerial,<=50K
18.45205479452055,9,40,Male,nan,Private,Craft-repair,<=50K
37.873171043396,13,47.21780314445496,Male,Married-civ-spouse,Local-gov,nan,<=50K
23.56300940513611,14,41.713134515285496,Male,Married-civ-spouse,Private,Prof-specialty,<=50K
34.28547502756119,13,40,Male,Married-civ-spouse,Private,nan,>50K
44.39506564140321,13,28,Female,Married-civ-spouse,nan,Exec-managerial,>50K
58.72602739726027,13,40,Male,Married-civ-spouse,nan,nan,>50K
31.876712328767127,9,70,Female,Never-married,Private,nan,<=50K
49.32876712328768,13,40,Female,Divorced,Private,Tech-support,<=50K
19.794520547945208,9,50.00000000000001,Male,nan,Private,Transport-moving,<=50K
78.86301369863013,NA,35,Male,Married-civ-spouse,Private,Exec-managerial,nan
45.301369863013704,13,40,Male,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,nan
5.027397260273973,10,20,Male,Never-married,Private,Handlers-cleaners,<=50K
9.054794520547944,13,45,Female,Never-married,Private,Sales,<=50K
17.10958904109589,9,40,Female,Never-married,Private,Adm-clerical,<=50K
13.08219178082192,9,40,Male,Never-married,Private,Other-service,<=50K
43.95890410958905,10,59.999999999999986,Male,Married-civ-spouse,Self-emp-inc,Sales,nan
52.01369863013698,10,40,Male,Married-civ-spouse,Local-gov,Prof-specialty,>50K
5.027397260273973,NA,40,Male,Never-married,Private,Machine-op-inspct,<=50K
39.93150684931507,10,48,Male,nan,Private,Transport-moving,<=50K
42.61643835616439,10,40,Male,Divorced,Private,Machine-op-inspct,nan
64.0958904109589,16,40,Female,Never-married,nan,Prof-specialty,>50K
23.82191780821918,9,29.999999999999993,Male,Never-married,Private,Other-service,<=50K
26.66186304092408,9,45,Male,Never-married,Private,Transport-moving,<=50K
5.027397260273973,8,40,nan,Never-married,Private,Farming-fishing,<=50K
5.027397260273973,NA,14.999999999999996,nan,Never-married,State-gov,Handlers-cleaners,nan
29.19178082191781,10,40,Female,Never-married,Private,Adm-clerical,<=50K
31.876712328767127,11,40,Male,Married-civ-spouse,Private,Craft-repair,<=50K
7.712328767123287,9,40,Male,Never-married,nan,Other-service,<=50K
37.24657534246575,10,80,Male,Married-civ-spouse,Self-emp-not-inc,Sales,>50K
56.041095890410965,6,50.00000000000001,Male,Married-civ-spouse,Private,nan,>50K
5.027397260273973,NA,25.000000000000004,nan,Never-married,Private,Craft-repair,<=50K
78.86301369863013,NA,35,nan,Married-civ-spouse,Self-emp-not-inc,Prof-specialty,<=50K
15.767123287671234,10,45,nan,Married-civ-spouse,Private,Craft-repair,<=50K
19.794520547945208,13,55,Male,nan,Private,Sales,<=50K
21.136986301369863,9,40,Female,Never-married,Private,Machine-op-inspct,nan
10.397260273972602,13,50.00000000000001,Male,Never-married,Self-emp-not-inc,Farming-fishing,<=50K
45.301369863013704,9,40,Male,nan,nan,Sales,<=50K
31.823510384559636,NA,40,Male,Never-married,nan,nan,>50K
37.1321681022644,NA,40,nan,Married-civ-spouse,Self-emp-not-inc,Sales,>50K
19.794520547945208,NA,50.00000000000001,Male,Never-married,Private,Craft-repair,<=50K
27.729713416099553,12,50.00000000000001,Male,Married-civ-spouse,Private,Exec-managerial,>50K
9.054794520547944,13,40,Female,nan,Private,Prof-specialty,<=50K
19.95038437247276,13,40,nan,Never-married,Private,nan,<=50K
30.53424657534246,13,40,Male,Married-civ-spouse,Private,nan,>50K
5.027397260273973,9,40,nan,Never-married,Private,Craft-repair,<=50K
31.64137566685677,9,42.60869064331055,Male,Never-married,nan,Craft-repair,<=50K
27.849315068493162,9,40,Male,Never-married,Local-gov,Other-service,<=50K
56.041095890410965,13,50.00000000000001,Female,nan,nan,Prof-specialty,<=50K
19.794520547945208,NA,40,Male,nan,State-gov,Prof-specialty,nan
50.90652775764466,13,80,Male,Married-civ-spouse,nan,Exec-managerial,>50K
18.45205479452055,5,40,Male,Never-married,Private,nan,<=50K
27.483860242366795,13,40,Male,Never-married,nan,nan,<=50K
37.24657534246575,10,59.999999999999986,Male,Divorced,Self-emp-inc,Machine-op-inspct,nan
56.041095890410965,10,55,Female,Never-married,nan,Prof-specialty,<=50K
54.698630136986296,4,40,Female,nan,Private,Machine-op-inspct,<=50K
31.876712328767127,10,50.00000000000001,Male,Married-civ-spouse,Self-emp-inc,Exec-managerial,nan
22.851025819778446,13,40,Female,Never-married,Private,Prof-specialty,<=50K
29.19178082191781,11,50.00000000000001,Male,Married-civ-spouse,Private,Craft-repair,>50K
38.589041095890416,9,38,nan,Divorced,nan,Exec-managerial,>50K
45.301369863013704,13,13,nan,Married-civ-spouse,nan,Exec-managerial,<=50K
38.589041095890416,9,55,nan,Divorced,Private,Sales,<=50K
31.876712328767127,10,40,Male,Married-civ-spouse,nan,Tech-support,>50K
34.561643835616444,2,59.999999999999986,Male,nan,Self-emp-inc,Sales,<=50K
32.76600567102433,9,40,Male,Never-married,nan,Transport-moving,<=50K
30.53424657534246,9,40,Male,Separated,nan,Handlers-cleaners,<=50K
24.441038554906847,10,40.44633449316025,nan,Married-civ-spouse,Private,nan,<=50K
38.589041095890416,8,10,Male,Never-married,Private,Other-service,<=50K
19.794520547945208,11,40,Male,Never-married,Private,Protective-serv,<=50K
13.08219178082192,13,58.000000000000014,Male,Married-civ-spouse,Private,nan,nan
18.45205479452055,10,29.999999999999993,Male,nan,Private,Transport-moving,<=50K
26.506849315068497,9,40,Female,Separated,Private,nan,<=50K
21.136986301369863,11,50.00000000000001,Female,Divorced,Private,Exec-managerial,<=50K
23.82191780821918,2,40,nan,Married-civ-spouse,Private,Craft-repair,<=50K
22.47945205479452,10,40,nan,Never-married,Private,nan,<=50K
28.8158816754818,13,50.00000000000001,Male,nan,Private,Sales,<=50K
18.45205479452055,13,55,Male,Married-civ-spouse,Private,nan,<=50K
13.08219178082192,11,54,Female,nan,Private,nan,<=50K
17.10958904109589,11,40,nan,Never-married,nan,nan,nan
35.90410958904109,10,40,Male,Married-civ-spouse,nan,Other-service,<=50K
25.16438356164384,7,40,Male,Married-civ-spouse,Private,Farming-fishing,<=50K
14.424657534246574,NA,59.999999999999986,Male,Married-civ-spouse,Local-gov,Transport-moving,<=50K
37.24657534246575,6,29.999999999999993,Female,Married-spouse-absent,Private,Adm-clerical,<=50K
2.3424657534246576,9,18,Female,nan,Private,Sales,nan
18.45205479452055,7,40,Male,Married-civ-spouse,Private,Craft-repair,<=50K
34.561643835616444,9,46,Male,Married-civ-spouse,Private,Transport-moving,<=50K
9.054794520547944,10,20,Female,Never-married,Private,Adm-clerical,<=50K
30.53424657534246,12,40,Female,Divorced,Private,Other-service,nan
33.21917808219179,14,41.824491035938266,Female,Divorced,Local-gov,Prof-specialty,<=50K
41.273972602739725,9,35,Female,Married-civ-spouse,Self-emp-not-inc,Adm-clerical,<=50K
3.6849315068493156,10,10,Female,Never-married,Private,Sales,<=50K
21.76622879505158,14,20,Male,Never-married,Private,Prof-specialty,nan
29.99243751764298,14,40,Male,Never-married,nan,Transport-moving,<=50K
14.424657534246574,13,40,Male,Married-civ-spouse,Private,Exec-managerial,<=50K
37.24657534246575,9,50.00000000000001,Male,Married-civ-spouse,nan,nan,>50K
34.561643835616444,NA,40,Male,Married-civ-spouse,Federal-gov,Adm-clerical,>50K
49.32876712328768,9,40,nan,Married-civ-spouse,Private,Transport-moving,<=50K
32.76814064979554,14,35,Male,Widowed,Local-gov,nan,>50K
29.19178082191781,14,37.35889817476273,Male,Never-married,Local-gov,Prof-specialty,<=50K
19.349614489078526,10,10,nan,Never-married,Private,nan,nan
39.93150684931507,13,45,Male,Married-civ-spouse,nan,nan,nan
26.506849315068497,9,40,Male,Married-civ-spouse,Private,nan,<=50K
17.10958904109589,13,40,Male,Married-civ-spouse,Private,Prof-specialty,>50K
46.64383561643835,NA,40,Male,Never-married,nan,Prof-specialty,>50K
15.767123287671234,9,40,Male,Never-married,Private,Craft-repair,<=50K
28.34821735024453,10,50.00000000000001,Male,Married-civ-spouse,Federal-gov,Other-service,<=50K
19.794520547945208,9,40,Male,Never-married,Private,nan,<=50K
58.72602739726027,9,50.00000000000001,Male,Married-civ-spouse,Private,Craft-repair,<=50K
47.986301369863014,NA,45,Male,nan,nan,Handlers-cleaners,<=50K
36.449095225334176,9,50.00000000000001,Male,Married-civ-spouse,Federal-gov,Adm-clerical,<=50K
10.397260273972602,13,40,nan,Married-civ-spouse,Private,Exec-managerial,nan
49.32876712328768,NA,55,Male,Married-civ-spouse,Private,nan,>50K
33.519474434852604,11,40,Male,Married-civ-spouse,Self-emp-not-inc,Farming-fishing,<=50K
29.19178082191781,10,38,Male,Married-civ-spouse,Self-emp-inc,Craft-repair,<=50K
3.6849315068493156,NA,20,Female,Never-married,State-gov,Adm-clerical,<=50K
37.24657534246575,11,40,Male,Divorced,Federal-gov,Tech-support,<=50K
35.90410958904109,9,40,nan,Never-married,Private,Craft-repair,nan
60.06849315068494,10,40,Female,nan,nan,Sales,<=50K
38.589041095890416,NA,40,nan,Married-civ-spouse,Self-emp-not-inc,Sales,>50K
45.301369863013704,13,45,Female,nan,Private,Prof-specialty,<=50K
33.21917808219179,8,84,Male,Divorced,Private,Transport-moving,>50K
15.767123287671234,10,40,Male,Married-civ-spouse,Federal-gov,nan,>50K
23.82191780821918,14,43.40332156419755,Female,nan,nan,Prof-specialty,>50K
41.273972602739725,9,59.999999999999986,Male,Married-civ-spouse,Private,nan,>50K
33.15916478633881,13,40,nan,Married-civ-spouse,Self-emp-not-inc,Exec-managerial,<=50K
31.876712328767127,13,52,Female,Married-civ-spouse,Private,nan,>50K
17.10958904109589,6,80,nan,Divorced,Self-emp-not-inc,Craft-repair,<=50K
17.10958904109589,NA,40,Male,Married-civ-spouse,Private,Transport-moving,<=50K
27.849315068493162,15,39,Female,Married-civ-spouse,State-gov,nan,>50K
35.90410958904109,13,45,Male,nan,Self-emp-inc,Sales,<=50K
17.10958904109589,13,40,Female,Never-married,Private,nan,<=50K
53.35616438356165,7,45,Male,Married-civ-spouse,nan,Craft-repair,<=50K
34.561643835616444,10,40,Female,Divorced,nan,Adm-clerical,<=50K
27.849315068493162,10,31.66018713712693,nan,Divorced,State-gov,Other-service,<=50K
61.4109589041096,13,59.999999999999986,nan,Married-civ-spouse,nan,Farming-fishing,nan
19.794520547945208,10,42,Male,nan,Private,Craft-repair,<=50K
19.794520547945208,9,40.41618485450745,Male,Divorced,Local-gov,nan,>50K
43.95890410958905,13,40,Female,Divorced,Private,Exec-managerial,<=50K
21.136986301369863,NA,41,Male,Married-civ-spouse,Local-gov,Other-service,<=50K
70.8082191780822,NA,40,Male,Never-married,Private,nan,nan
13.08219178082192,10,35.584701025486,Female,Never-married,Private,Other-service,<=50K
30.019720852375038,13,50.00000000000001,Female,nan,State-gov,Prof-specialty,<=50K
35.402471387386335,NA,51.61257896423341,Male,Married-civ-spouse,Private,nan,>50K
2.3424657534246576,10,25.000000000000004,Female,Never-married,Private,Other-service,<=50K
45.301369863013704,9,40,Male,nan,nan,Craft-repair,>50K
22.47945205479452,NA,50.00000000000001,Male,Married-civ-spouse,Private,Sales,>50K
33.21917808219179,14,55,Male,Married-civ-spouse,Local-gov,Exec-managerial,<=50K
22.47945205479452,13,40,Female,Married-civ-spouse,Private,Other-service,<=50K
15.767123287671234,10,40,nan,Divorced,Private,Adm-clerical,<=50K
25.16438356164384,10,50.00000000000001,Male,Married-civ-spouse,nan,Sales,<=50K
54.698630136986296,9,40,Male,Married-civ-spouse,nan,Craft-repair,>50K
27.696681410074234,11,36.3814201951027,Male,nan,State-gov,Protective-serv,nan
35.90410958904109,10,40,Female,nan,Private,Tech-support,<=50K
5.027397260273973,5,50.00000000000001,Male,Never-married,Private,Transport-moving,nan
29.19178082191781,4,36,Male,Married-civ-spouse,Private,Craft-repair,<=50K
35.7397588968277,9,40,Male,nan,nan,Other-service,<=50K
73.49315068493149,NA,40,Male,Married-civ-spouse,nan,Craft-repair,<=50K
34.561643835616444,12,42,Male,Married-civ-spouse,Private,Adm-clerical,>50K
29.19178082191781,15,45,nan,Married-civ-spouse,Self-emp-inc,Prof-specialty,nan
46.64383561643835,11,40,nan,Married-civ-spouse,Self-emp-inc,Exec-managerial,<=50K
38.589041095890416,9,40,Female,Divorced,State-gov,Tech-support,nan
57.383561643835606,13,40,Male,Divorced,Private,nan,<=50K
19.794520547945208,3,25.000000000000004,Male,Never-married,Private,Farming-fishing,<=50K
9.054794520547944,9,40,Male,nan,Private,Sales,<=50K
41.273972602739725,12,40,Male,Married-civ-spouse,Federal-gov,Adm-clerical,>50K
43.95890410958905,NA,25.000000000000004,Male,Divorced,Self-emp-not-inc,Exec-managerial,<=50K
69.46575342465754,NA,70,Male,Divorced,Private,nan,nan
70.8082191780822,NA,50.00000000000001,Male,Married-civ-spouse,Private,Exec-managerial,>50K
